bucket,sid,sub,pid,pred,oid,obj,class
26-77,2709099,dbr:John_Guillermin,65,dbo:birthPlace,1705443,dbr:England,1
26-77,2709099,dbr:John_Guillermin,65,dbo:birthPlace,5193190,"dbr:Topanga,_California",0
26-77,2774510,dbr:Joseph_MacDonald,65,dbo:birthPlace,3514704,dbr:Mexico,1
26-77,2774510,dbr:Joseph_MacDonald,65,dbo:birthPlace,5546275,"dbr:Woodland_Hills,_Los_Angeles",0
26-77,5126740,dbr:Thorold_Dickinson,65,dbo:birthPlace,953879,dbr:Bristol,1
26-77,5126740,dbr:Thorold_Dickinson,65,dbo:birthPlace,3958221,dbr:Oxford,0
26-77,2703252,dbr:John_E._Madden,65,dbo:birthPlace,830931,"dbr:Bethlehem,_Pennsylvania",1
26-77,2703252,dbr:John_E._Madden,65,dbo:birthPlace,3781679,dbr:New_York_City,0
26-77,4302098,dbr:Raymond_Burr,65,dbo:birthPlace,954836,dbr:British_Columbia,1
26-77,4302098,dbr:Raymond_Burr,65,dbo:birthPlace,2269787,"dbr:Healdsburg,_California",0
26-77,2307739,dbr:Herbert_Reinecker,65,dbo:birthPlace,2058515,dbr:German_Empire,1
26-77,2307739,dbr:Herbert_Reinecker,65,dbo:birthPlace,2060365,dbr:Germany,0
26-77,977699,dbr:Buddy_Adler,65,dbo:birthPlace,3781679,dbr:New_York_City,1
26-77,977699,dbr:Buddy_Adler,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
26-77,1914613,dbr:Francis_X._Bushman,65,dbo:birthPlace,744064,dbr:Baltimore,1
26-77,1914613,dbr:Francis_X._Bushman,65,dbo:birthPlace,3972504,"dbr:Pacific_Palisades,_Los_Angeles",0
26-77,1923698,dbr:Frank_D._Williams_(cinematographer),65,dbo:birthPlace,3732061,"dbr:Nashville,_Missouri",1
26-77,1923698,dbr:Frank_D._Williams_(cinematographer),65,dbo:birthPlace,1029912,"dbr:Camarillo,_California",0
26-77,1424344,dbr:David_Lean,65,dbo:birthPlace,1319150,dbr:Croydon,1
26-77,1424344,dbr:David_Lean,65,dbo:birthPlace,3153905,dbr:Limehouse,0
26-77,832456,dbr:Betty_Hutton,65,dbo:birthPlace,773483,"dbr:Battle_Creek,_Michigan",1
26-77,832456,dbr:Betty_Hutton,65,dbo:birthPlace,3981901,"dbr:Palm_Springs,_California",0
26-77,4323800,dbr:Reinhold_Schünzel,65,dbo:birthPlace,2058515,dbr:German_Empire,1
26-77,4323800,dbr:Reinhold_Schünzel,65,dbo:birthPlace,3678973,dbr:Munich,0
26-77,3290772,dbr:Mack_Stengler,65,dbo:birthPlace,5536443,dbr:Wisconsin,1
26-77,3290772,dbr:Mack_Stengler,65,dbo:birthPlace,2344305,dbr:Hollywood,0
26-77,5528626,dbr:Willy_Birgel,65,dbo:birthPlace,1258935,dbr:Cologne,1
26-77,5528626,dbr:Willy_Birgel,65,dbo:birthPlace,1602103,dbr:Dübendorf,0
26-77,2734326,dbr:John_Sturges,65,dbo:birthPlace,3872810,"dbr:Oak_Park,_Illinois",1
26-77,2734326,dbr:John_Sturges,65,dbo:birthPlace,4570043,"dbr:San_Luis_Obispo,_California",0
26-77,2388153,dbr:Hy_Averback,65,dbo:birthPlace,3590808,dbr:Minneapolis,1
26-77,2388153,dbr:Hy_Averback,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
26-77,859585,dbr:Bimal_Roy,65,dbo:birthPlace,1491399,dbr:Dhaka,1
26-77,859585,dbr:Bimal_Roy,65,dbo:birthPlace,3677925,dbr:Mumbai,0
26-77,5347280,dbr:Veronica_Lake,65,dbo:birthPlace,960485,dbr:Brooklyn,1
26-77,5347280,dbr:Veronica_Lake,65,dbo:birthPlace,989192,"dbr:Burlington,_Vermont",0
26-77,5003638,dbr:Terence_Fisher,65,dbo:birthPlace,3307171,dbr:Maida_Vale,1
26-77,5003638,dbr:Terence_Fisher,65,dbo:birthPlace,5245569,dbr:Twickenham,0
77-227,1197681,dbr:Christy_Cabanne,65,dbo:birthPlace,4815673,dbr:St._Louis,1
77-227,1197681,dbr:Christy_Cabanne,65,dbo:birthPlace,4110444,dbr:Philadelphia,0
77-227,3413689,dbr:Martin_Frič,65,dbo:birthPlace,702527,dbr:Austria-Hungary,1
77-227,3413689,dbr:Martin_Frič,65,dbo:birthPlace,1338028,dbr:Czechoslovakia,0
77-227,1053337,"dbr:Carl_Laemmle,_Jr.",65,dbo:birthPlace,1156552,dbr:Chicago,1
77-227,1053337,"dbr:Carl_Laemmle,_Jr.",65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
77-227,2686257,dbr:Johann_Sebastian_Bach,65,dbo:birthPlace,1656772,dbr:Eisenach,1
77-227,2686257,dbr:Johann_Sebastian_Bach,65,dbo:birthPlace,3108880,dbr:Leipzig,0
77-227,4907239,dbr:Sunil_Dutt,65,dbo:birthPlace,2644654,dbr:Jhelum,1
77-227,4907239,dbr:Sunil_Dutt,65,dbo:birthPlace,3303396,dbr:Maharashtra,0
77-227,2253421,dbr:Harry_Marker,65,dbo:birthPlace,2450592,dbr:Indiana,1
77-227,2253421,dbr:Harry_Marker,65,dbo:birthPlace,1274578,dbr:Connecticut,0
77-227,1004052,dbr:C._Gardner_Sullivan,65,dbo:birthPlace,4874326,"dbr:Stillwater,_Minnesota",1
77-227,1004052,dbr:C._Gardner_Sullivan,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
77-227,1923036,dbr:Frank_Capra,65,dbo:birthPlace,864331,dbr:Bisacquino,1
77-227,1923036,dbr:Frank_Capra,65,dbo:birthPlace,1023244,dbr:California,0
77-227,5346667,dbr:Vernon_Dent,65,dbo:birthPlace,4569263,"dbr:San_Jose,_California",1
77-227,5346667,dbr:Vernon_Dent,65,dbo:birthPlace,2344305,dbr:Hollywood,0
77-227,2420583,dbr:Ida_Lupino,65,dbo:birthPlace,1705443,dbr:England,1
77-227,2420583,dbr:Ida_Lupino,65,dbo:birthPlace,1023244,dbr:California,0
77-227,5456171,dbr:Waylon_Jennings,65,dbo:birthPlace,3191423,"dbr:Littlefield,_Texas",1
77-227,5456171,dbr:Waylon_Jennings,65,dbo:birthPlace,1113687,"dbr:Chandler,_Arizona",0
77-227,2701650,dbr:John_Denver,65,dbo:birthPlace,4462262,"dbr:Roswell,_New_Mexico",1
77-227,2701650,dbr:John_Denver,65,dbo:birthPlace,3639793,dbr:Monterey_Bay,0
77-227,2554127,dbr:James_Cruze,65,dbo:birthPlace,3884314,"dbr:Ogden,_Utah",1
77-227,2554127,dbr:James_Cruze,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
77-227,4596678,dbr:Sathyan_(actor),65,dbo:birthPlace,955828,dbr:British_Raj,1
77-227,4596678,dbr:Sathyan_(actor),65,dbo:birthPlace,1148410,dbr:Chennai,0
77-227,3838694,dbr:Norbert_Brodine,65,dbo:birthPlace,4815370,"dbr:St._Joseph,_Missouri",1
77-227,3838694,dbr:Norbert_Brodine,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
77-227,2771076,dbr:Joseph_Cotten,65,dbo:birthPlace,4098360,"dbr:Petersburg,_Virginia",1
77-227,2771076,dbr:Joseph_Cotten,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
77-227,1930152,dbr:Frank_Tashlin,65,dbo:birthPlace,5461208,"dbr:Weehawken,_New_Jersey",1
77-227,1930152,dbr:Frank_Tashlin,65,dbo:birthPlace,1023244,dbr:California,0
77-227,4479041,dbr:Rudolph_Maté,65,dbo:birthPlace,702527,dbr:Austria-Hungary,1
77-227,4479041,dbr:Rudolph_Maté,65,dbo:birthPlace,833735,"dbr:Beverly_Hills,_California",0
77-227,4553760,dbr:Sam_Newfield,65,dbo:birthPlace,3781413,dbr:New_York,1
77-227,4553760,dbr:Sam_Newfield,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
77-227,4353453,dbr:Richard_Arlen,65,dbo:birthPlace,3590907,dbr:Minnesota,1
77-227,4353453,dbr:Richard_Arlen,65,dbo:birthPlace,1023244,dbr:California,0
77-227,1139581,dbr:Charlton_Heston,65,dbo:birthPlace,5529547,"dbr:Wilmette,_Illinois",1
77-227,1139581,dbr:Charlton_Heston,65,dbo:birthPlace,833735,"dbr:Beverly_Hills,_California",0
77-227,4059479,dbr:Peggy_Lee,65,dbo:birthPlace,2570354,"dbr:Jamestown,_North_Dakota",1
77-227,4059479,dbr:Peggy_Lee,65,dbo:birthPlace,795764,"dbr:Bel_Air,_Los_Angeles",0
77-227,1428570,dbr:David_O._Selznick,65,dbo:birthPlace,4064325,dbr:Pennsylvania,1
77-227,1428570,dbr:David_O._Selznick,65,dbo:birthPlace,1023244,dbr:California,0
77-227,3340012,dbr:Manuel_Perez_(animator),65,dbo:birthPlace,3648029,"dbr:Morenci,_Arizona",1
77-227,3340012,dbr:Manuel_Perez_(animator),65,dbo:birthPlace,1023244,dbr:California,0
77-227,4715019,dbr:Sidney_Lumet,65,dbo:birthPlace,4110444,dbr:Philadelphia,1
77-227,4715019,dbr:Sidney_Lumet,65,dbo:birthPlace,833735,"dbr:Beverly_Hills,_California",0
77-227,669421,dbr:Ashok_Kumar_(cinematographer),65,dbo:birthPlace,478852,dbr:Allahabad,1
77-227,669421,dbr:Ashok_Kumar_(cinematographer),65,dbo:birthPlace,1148410,dbr:Chennai,0
77-227,652149,dbr:Arthur_Davis_(animator),65,dbo:birthPlace,5594342,"dbr:Yonkers,_New_York",1
77-227,652149,dbr:Arthur_Davis_(animator),65,dbo:birthPlace,4908066,"dbr:Sunnyvale,_California",0
77-227,4059479,dbr:Peggy_Lee,65,dbo:birthPlace,2570354,"dbr:Jamestown,_North_Dakota",1
77-227,4059479,dbr:Peggy_Lee,65,dbo:birthPlace,795764,"dbr:Bel_Air,_Los_Angeles",0
77-227,1471307,dbr:Dennis_Hopper,65,dbo:birthPlace,1537887,"dbr:Dodge_City,_Kansas",1
77-227,1471307,dbr:Dennis_Hopper,65,dbo:birthPlace,5287545,dbr:United_States,0
77-227,1131872,dbr:Charles_Schoenbaum,65,dbo:birthPlace,3218121,dbr:Los_Angeles,1
77-227,1131872,dbr:Charles_Schoenbaum,65,dbo:birthPlace,833735,"dbr:Beverly_Hills,_California",0
77-227,1446713,dbr:Dean_Martin,65,dbo:birthPlace,4858923,"dbr:Steubenville,_Ohio",1
77-227,1446713,dbr:Dean_Martin,65,dbo:birthPlace,833735,"dbr:Beverly_Hills,_California",0
77-227,1942588,dbr:Fred_MacMurray,65,dbo:birthPlace,2879223,"dbr:Kankakee,_Illinois",1
77-227,1942588,dbr:Fred_MacMurray,65,dbo:birthPlace,4582390,"dbr:Santa_Monica,_California",0
77-227,5437910,dbr:Walter_Lantz,65,dbo:birthPlace,3780362,"dbr:New_Rochelle,_New_York",1
77-227,5437910,dbr:Walter_Lantz,65,dbo:birthPlace,987265,"dbr:Burbank,_California",0
77-227,988004,dbr:Burgess_Meredith,65,dbo:birthPlace,1230655,dbr:Cleveland,1
77-227,988004,dbr:Burgess_Meredith,65,dbo:birthPlace,3320244,"dbr:Malibu,_California",0
77-227,795865,dbr:Bela_Lugosi,65,dbo:birthPlace,2969143,dbr:Kingdom_of_Hungary,1
77-227,795865,dbr:Bela_Lugosi,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
77-227,4561701,dbr:Samuel_Bischoff,65,dbo:birthPlace,2256396,"dbr:Hartford,_Connecticut",1
77-227,4561701,dbr:Samuel_Bischoff,65,dbo:birthPlace,1023244,dbr:California,0
77-227,3424546,dbr:Mary-Ellis_Bunim,65,dbo:birthPlace,3849050,"dbr:Northampton,_Massachusetts",1
77-227,3424546,dbr:Mary-Ellis_Bunim,65,dbo:birthPlace,987265,"dbr:Burbank,_California",0
77-227,3243209,dbr:Lucien_Ballard,65,dbo:birthPlace,3516505,"dbr:Miami,_Oklahoma",1
77-227,3243209,dbr:Lucien_Ballard,65,dbo:birthPlace,4285227,"dbr:Rancho_Mirage,_California",0
77-227,3277733,dbr:M._N._Nambiar,65,dbo:birthPlace,955828,dbr:British_Raj,1
77-227,3277733,dbr:M._N._Nambiar,65,dbo:birthPlace,1148410,dbr:Chennai,0
77-227,2252646,dbr:Harry_Joe_Brown,65,dbo:birthPlace,4145550,dbr:Pittsburgh,1
77-227,2252646,dbr:Harry_Joe_Brown,65,dbo:birthPlace,3981901,"dbr:Palm_Springs,_California",0
77-227,3335089,dbr:Manorama_(Tamil_actress),65,dbo:birthPlace,3296490,dbr:Madras_Presidency,1
77-227,3335089,dbr:Manorama_(Tamil_actress),65,dbo:birthPlace,1148410,dbr:Chennai,0
77-227,739285,dbr:Balakrishna_(Kannada_actor),65,dbo:birthPlace,647909,dbr:Arsikere,1
77-227,739285,dbr:Balakrishna_(Kannada_actor),65,dbo:birthPlace,748215,dbr:Bangalore,0
77-227,5384368,dbr:Vittorio_Gassman,65,dbo:birthPlace,2020655,dbr:Genoa,1
77-227,5384368,dbr:Vittorio_Gassman,65,dbo:birthPlace,2496513,dbr:Italy,0
77-227,2680533,dbr:Joel_McCrea,65,dbo:birthPlace,4789231,"dbr:South_Pasadena,_California",1
77-227,2680533,dbr:Joel_McCrea,65,dbo:birthPlace,1023244,dbr:California,0
77-227,3771505,dbr:Nesuhi_Ertegun,65,dbo:birthPlace,2492568,dbr:Istanbul,1
77-227,3771505,dbr:Nesuhi_Ertegun,65,dbo:birthPlace,3781679,dbr:New_York_City,0
77-227,1406790,dbr:Dave_Fleischer,65,dbo:birthPlace,3781413,dbr:New_York,1
77-227,1406790,dbr:Dave_Fleischer,65,dbo:birthPlace,5546275,"dbr:Woodland_Hills,_Los_Angeles",0
77-227,874856,dbr:Blake_Edwards,65,dbo:birthPlace,5237562,"dbr:Tulsa,_Oklahoma",1
77-227,874856,dbr:Blake_Edwards,65,dbo:birthPlace,4582390,"dbr:Santa_Monica,_California",0
77-227,3698342,dbr:Myrna_Loy,65,dbo:birthPlace,2281238,"dbr:Helena,_Montana",1
77-227,3698342,dbr:Myrna_Loy,65,dbo:birthPlace,3781413,dbr:New_York,0
77-227,1678450,dbr:Ella_Fitzgerald,65,dbo:birthPlace,3785217,"dbr:Newport_News,_Virginia",1
77-227,1678450,dbr:Ella_Fitzgerald,65,dbo:birthPlace,833735,"dbr:Beverly_Hills,_California",0
77-227,2253421,dbr:Harry_Marker,65,dbo:birthPlace,2450592,dbr:Indiana,1
77-227,2253421,dbr:Harry_Marker,65,dbo:birthPlace,1274578,dbr:Connecticut,0
227-671,2216798,dbr:Hal_Roach,65,dbo:birthPlace,1682373,"dbr:Elmira,_New_York",1
227-671,2216798,dbr:Hal_Roach,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
227-671,5509147,dbr:William_Hanna,65,dbo:birthPlace,3496019,"dbr:Melrose,_New_Mexico",1
227-671,5509147,dbr:William_Hanna,65,dbo:birthPlace,1023244,dbr:California,0
227-671,4401562,dbr:Robert_McKimson,65,dbo:birthPlace,1473910,dbr:Denver,1
227-671,4401562,dbr:Robert_McKimson,65,dbo:birthPlace,987265,"dbr:Burbank,_California",0
227-671,4744241,dbr:Sivaji_Ganesan,65,dbo:birthPlace,4974255,dbr:Tanjore_District_(Madras_Presidency),1
227-671,4744241,dbr:Sivaji_Ganesan,65,dbo:birthPlace,1148410,dbr:Chennai,0
227-671,860184,dbr:Bing_Crosby,65,dbo:birthPlace,4954551,"dbr:Tacoma,_Washington",1
227-671,860184,dbr:Bing_Crosby,65,dbo:birthPlace,417218,dbr:Alcobendas,0
227-671,4900631,dbr:Sukumari,65,dbo:birthPlace,3717435,dbr:Nagercoil,1
227-671,4900631,dbr:Sukumari,65,dbo:birthPlace,1148410,dbr:Chennai,0
227-671,2552202,dbr:James_Brown,65,dbo:birthPlace,759771,"dbr:Barnwell,_South_Carolina",1
227-671,2552202,dbr:James_Brown,65,dbo:birthPlace,685424,dbr:Atlanta,0
227-671,860184,dbr:Bing_Crosby,65,dbo:birthPlace,4954551,"dbr:Tacoma,_Washington",1
227-671,860184,dbr:Bing_Crosby,65,dbo:birthPlace,417218,dbr:Alcobendas,0
227-671,1929678,dbr:Frank_Sinatra,65,dbo:birthPlace,2339512,"dbr:Hoboken,_New_Jersey",1
227-671,1929678,dbr:Frank_Sinatra,65,dbo:birthPlace,1023244,dbr:California,0
227-671,2769935,dbr:Joseph_Barbera,65,dbo:birthPlace,3781413,dbr:New_York,1
227-671,2769935,dbr:Joseph_Barbera,65,dbo:birthPlace,1023244,dbr:California,0
227-671,408937,dbr:Albert_Günther,65,dbo:birthPlace,1746269,dbr:Esslingen_am_Neckar,1
227-671,408937,dbr:Albert_Günther,65,dbo:birthPlace,2944759,dbr:Kew_Gardens,0
227-671,854610,dbr:Billy_Bitzer,65,dbo:birthPlace,3436140,dbr:Massachusetts,1
227-671,854610,dbr:Billy_Bitzer,65,dbo:birthPlace,1023244,dbr:California,0
227-671,5434176,dbr:Walt_Disney,65,dbo:birthPlace,1156552,dbr:Chicago,1
227-671,5434176,dbr:Walt_Disney,65,dbo:birthPlace,987265,"dbr:Burbank,_California",0
227-671,1685783,dbr:Elvis_Presley,65,dbo:birthPlace,5239334,"dbr:Tupelo,_Mississippi",1
227-671,1685783,dbr:Elvis_Presley,65,dbo:birthPlace,3497785,"dbr:Memphis,_Tennessee",0
227-671,3069781,dbr:Larry_Fine,65,dbo:birthPlace,4064325,dbr:Pennsylvania,1
227-671,3069781,dbr:Larry_Fine,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
227-671,5509147,dbr:William_Hanna,65,dbo:birthPlace,3496019,"dbr:Melrose,_New_Mexico",1
227-671,5509147,dbr:William_Hanna,65,dbo:birthPlace,1023244,dbr:California,0
227-671,5434176,dbr:Walt_Disney,65,dbo:birthPlace,1156552,dbr:Chicago,1
227-671,5434176,dbr:Walt_Disney,65,dbo:birthPlace,987265,"dbr:Burbank,_California",0
227-671,4744241,dbr:Sivaji_Ganesan,65,dbo:birthPlace,4974255,dbr:Tanjore_District_(Madras_Presidency),1
227-671,4744241,dbr:Sivaji_Ganesan,65,dbo:birthPlace,1148410,dbr:Chennai,0
227-671,347688,dbr:Adolph_Zukor,65,dbo:birthPlace,702527,dbr:Austria-Hungary,1
227-671,347688,dbr:Adolph_Zukor,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
227-671,1931134,dbr:Frank_Zappa,65,dbo:birthPlace,744064,dbr:Baltimore,1
227-671,1931134,dbr:Frank_Zappa,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
227-671,3903674,dbr:Oliver_Hardy,65,dbo:birthPlace,2243592,"dbr:Harlem,_Georgia",1
227-671,3903674,dbr:Oliver_Hardy,65,dbo:birthPlace,3847201,"dbr:North_Hollywood,_Los_Angeles",0
227-671,2769935,dbr:Joseph_Barbera,65,dbo:birthPlace,3781413,dbr:New_York,1
227-671,2769935,dbr:Joseph_Barbera,65,dbo:birthPlace,1023244,dbr:California,0
227-671,3903674,dbr:Oliver_Hardy,65,dbo:birthPlace,2243592,"dbr:Harlem,_Georgia",1
227-671,3903674,dbr:Oliver_Hardy,65,dbo:birthPlace,3847201,"dbr:North_Hollywood,_Los_Angeles",0
227-671,2198280,dbr:H._M._Walker,65,dbo:birthPlace,3205122,"dbr:Logan_County,_Ohio",1
227-671,2198280,dbr:H._M._Walker,65,dbo:birthPlace,1156552,dbr:Chicago,0
227-671,461412,dbr:Alfred_Jefferis_Turner,65,dbo:birthPlace,2168156,dbr:Guangzhou,1
227-671,461412,dbr:Alfred_Jefferis_Turner,65,dbo:birthPlace,953564,dbr:Brisbane,0
227-671,4401562,dbr:Robert_McKimson,65,dbo:birthPlace,1473910,dbr:Denver,1
227-671,4401562,dbr:Robert_McKimson,65,dbo:birthPlace,987265,"dbr:Burbank,_California",0
227-671,1960930,dbr:Friz_Freleng,65,dbo:birthPlace,2879873,"dbr:Kansas_City,_Missouri",1
227-671,1960930,dbr:Friz_Freleng,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
227-671,1685783,dbr:Elvis_Presley,65,dbo:birthPlace,5239334,"dbr:Tupelo,_Mississippi",1
227-671,1685783,dbr:Elvis_Presley,65,dbo:birthPlace,3497785,"dbr:Memphis,_Tennessee",0
227-671,1929678,dbr:Frank_Sinatra,65,dbo:birthPlace,2339512,"dbr:Hoboken,_New_Jersey",1
227-671,1929678,dbr:Frank_Sinatra,65,dbo:birthPlace,1023244,dbr:California,0
227-671,860184,dbr:Bing_Crosby,65,dbo:birthPlace,4954551,"dbr:Tacoma,_Washington",1
227-671,860184,dbr:Bing_Crosby,65,dbo:birthPlace,417218,dbr:Alcobendas,0
227-671,4247079,dbr:R._D._Burman,65,dbo:birthPlace,2990601,dbr:Kolkata,1
227-671,4247079,dbr:R._D._Burman,65,dbo:birthPlace,3677925,dbr:Mumbai,0
227-671,4900631,dbr:Sukumari,65,dbo:birthPlace,3717435,dbr:Nagercoil,1
227-671,4900631,dbr:Sukumari,65,dbo:birthPlace,1148410,dbr:Chennai,0
227-671,1960930,dbr:Friz_Freleng,65,dbo:birthPlace,2879873,"dbr:Kansas_City,_Missouri",1
227-671,1960930,dbr:Friz_Freleng,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
227-671,5434176,dbr:Walt_Disney,65,dbo:birthPlace,1156552,dbr:Chicago,1
227-671,5434176,dbr:Walt_Disney,65,dbo:birthPlace,987265,"dbr:Burbank,_California",0
227-671,461412,dbr:Alfred_Jefferis_Turner,65,dbo:birthPlace,2168156,dbr:Guangzhou,1
227-671,461412,dbr:Alfred_Jefferis_Turner,65,dbo:birthPlace,953564,dbr:Brisbane,0
227-671,2198280,dbr:H._M._Walker,65,dbo:birthPlace,3205122,"dbr:Logan_County,_Ohio",1
227-671,2198280,dbr:H._M._Walker,65,dbo:birthPlace,1156552,dbr:Chicago,0
227-671,1931134,dbr:Frank_Zappa,65,dbo:birthPlace,744064,dbr:Baltimore,1
227-671,1931134,dbr:Frank_Zappa,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
227-671,3903674,dbr:Oliver_Hardy,65,dbo:birthPlace,2243592,"dbr:Harlem,_Georgia",1
227-671,3903674,dbr:Oliver_Hardy,65,dbo:birthPlace,3847201,"dbr:North_Hollywood,_Los_Angeles",0
227-671,2198280,dbr:H._M._Walker,65,dbo:birthPlace,3205122,"dbr:Logan_County,_Ohio",1
227-671,2198280,dbr:H._M._Walker,65,dbo:birthPlace,1156552,dbr:Chicago,0
227-671,1931134,dbr:Frank_Zappa,65,dbo:birthPlace,744064,dbr:Baltimore,1
227-671,1931134,dbr:Frank_Zappa,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
227-671,1201194,dbr:Chuck_Jones,65,dbo:birthPlace,4804268,"dbr:Spokane,_Washington",1
227-671,1201194,dbr:Chuck_Jones,65,dbo:birthPlace,1290822,"dbr:Corona_del_Mar,_Newport_Beach",0
227-671,4900631,dbr:Sukumari,65,dbo:birthPlace,3717435,dbr:Nagercoil,1
227-671,4900631,dbr:Sukumari,65,dbo:birthPlace,1148410,dbr:Chennai,0
227-671,1960930,dbr:Friz_Freleng,65,dbo:birthPlace,2879873,"dbr:Kansas_City,_Missouri",1
227-671,1960930,dbr:Friz_Freleng,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
227-671,1413412,dbr:David_Bowie,65,dbo:birthPlace,956820,dbr:Brixton,1
227-671,1413412,dbr:David_Bowie,65,dbo:birthPlace,3330850,dbr:Manhattan,0
227-671,1931134,dbr:Frank_Zappa,65,dbo:birthPlace,744064,dbr:Baltimore,1
227-671,1931134,dbr:Frank_Zappa,65,dbo:birthPlace,3218121,dbr:Los_Angeles,0
227-671,5509147,dbr:William_Hanna,65,dbo:birthPlace,3496019,"dbr:Melrose,_New_Mexico",1
227-671,5509147,dbr:William_Hanna,65,dbo:birthPlace,1023244,dbr:California,0
227-671,461412,dbr:Alfred_Jefferis_Turner,65,dbo:birthPlace,2168156,dbr:Guangzhou,1
227-671,461412,dbr:Alfred_Jefferis_Turner,65,dbo:birthPlace,953564,dbr:Brisbane,0
227-671,461412,dbr:Alfred_Jefferis_Turner,65,dbo:birthPlace,2168156,dbr:Guangzhou,1
227-671,461412,dbr:Alfred_Jefferis_Turner,65,dbo:birthPlace,953564,dbr:Brisbane,0
227-671,1929678,dbr:Frank_Sinatra,65,dbo:birthPlace,2339512,"dbr:Hoboken,_New_Jersey",1
227-671,1929678,dbr:Frank_Sinatra,65,dbo:birthPlace,1023244,dbr:California,0
227-671,860184,dbr:Bing_Crosby,65,dbo:birthPlace,4954551,"dbr:Tacoma,_Washington",1
227-671,860184,dbr:Bing_Crosby,65,dbo:birthPlace,417218,dbr:Alcobendas,0
