sid,sub,pid,pred,oid,obj,no_facts,class
3604310.0,dbr:Missy_Elliott,480,dbo:profession,1171890.0,dbr:Choreography,352,0
3604310.0,dbr:Missy_Elliott,480,dbo:profession,1667721.0,dbr:Electronic_music,352,0
3629621.0,dbr:Molière,480,dbo:profession,4152322.0,dbr:Playwright,36,1
3629621.0,dbr:Molière,480,dbo:profession,4110879.0,dbr:Philanthropy,36,0
3629621.0,dbr:Molière,480,dbo:profession,4311663.0,dbr:Record_producer,36,0
3629621.0,dbr:Molière,480,dbo:profession,331659.0,dbr:Activism,36,0
3666464.0,dbr:Mousse_T.,480,dbo:profession,1523067.0,dbr:Disc_jockey,45,1
3666464.0,dbr:Mousse_T.,480,dbo:profession,3148652.0,dbr:Lifeguard,45,0
3666464.0,dbr:Mousse_T.,480,dbo:profession,1710695.0,dbr:Entertainment,45,0
3666464.0,dbr:Mousse_T.,480,dbo:profession,1711180.0,dbr:Entrepreneurship,45,0
3673384.0,dbr:Muhammad,480,dbo:profession,4203846.0,dbr:Prophet,80,1
3673384.0,dbr:Muhammad,480,dbo:profession,1265059.0,dbr:Commentator,80,0
3673384.0,dbr:Muhammad,480,dbo:profession,1620287.0,dbr:Economist,80,0
3673384.0,dbr:Muhammad,480,dbo:profession,3105474.0,dbr:Legal_education,80,0
3728401.0,dbr:Napoleon,480,dbo:profession,4163397.0,dbr:Politician,132,1
3728401.0,dbr:Napoleon,480,dbo:profession,3181734.0,dbr:List_of_essayists,132,0
3728401.0,dbr:Napoleon,480,dbo:profession,4735240.0,dbr:Singer-songwriter,132,0
3728401.0,dbr:Napoleon,480,dbo:profession,3928023.0,dbr:Orchestration,132,0
3760071.0,dbr:Neil_Young,480,dbo:profession,4776839.0,dbr:Songwriter,393,1
3760071.0,dbr:Neil_Young,480,dbo:profession,5552806.0,dbr:Writer,393,0
3760071.0,dbr:Neil_Young,480,dbo:profession,3145784.0,dbr:Librarian,393,0
3760071.0,dbr:Neil_Young,480,dbo:profession,4735240.0,dbr:Singer-songwriter,393,0
3761332.0,dbr:Nelly,480,dbo:profession,4735240.0,dbr:Singer-songwriter,215,1
3761332.0,dbr:Nelly,480,dbo:profession,703290.0,dbr:Author,215,0
3761332.0,dbr:Nelly,480,dbo:profession,3442552.0,dbr:Mathematician,215,0
3761332.0,dbr:Nelly,480,dbo:profession,2469118.0,dbr:Invention,215,0
3790790.0,dbr:Nichelle_Nichols,480,dbo:profession,331752.0,dbr:Actor,30,1
3790790.0,dbr:Nichelle_Nichols,480,dbo:profession,4804413.0,dbr:Spokesperson,30,0
3790790.0,dbr:Nichelle_Nichols,480,dbo:profession,1867475.0,dbr:Film_editing,30,0
3790790.0,dbr:Nichelle_Nichols,480,dbo:profession,3087620.0,dbr:Lawyer,30,0
3793525.0,dbr:Nick_Clegg,480,dbo:profession,4163397.0,dbr:Politician,69,1
3793525.0,dbr:Nick_Clegg,480,dbo:profession,4165888.0,dbr:Polymath,69,0
3793525.0,dbr:Nick_Clegg,480,dbo:profession,4118405.0,dbr:Philosopher,69,0
3793525.0,dbr:Nick_Clegg,480,dbo:profession,4996855.0,dbr:Television_producer,69,0
3860581.0,dbr:Noël_Coward,480,dbo:profession,4152322.0,dbr:Playwright,68,1
3860581.0,dbr:Noël_Coward,480,dbo:profession,693345.0,dbr:Audio_engineer,68,0
3860581.0,dbr:Noël_Coward,480,dbo:profession,957218.0,dbr:Broadcaster,68,0
3860581.0,dbr:Noël_Coward,480,dbo:profession,1366760.0,dbr:Dance,68,0
4030654.0,dbr:Paul_Gauguin,480,dbo:profession,657700.0,dbr:Artist,50,1
4030654.0,dbr:Paul_Gauguin,480,dbo:profession,1620287.0,dbr:Economist,50,0
4030654.0,dbr:Paul_Gauguin,480,dbo:profession,4259894.0,dbr:Radio_personality,50,0
4030654.0,dbr:Paul_Gauguin,480,dbo:profession,3105474.0,dbr:Legal_education,50,0
4035091.0,dbr:Paul_McCartney,480,dbo:profession,4776839.0,dbr:Songwriter,616,1
4035091.0,dbr:Paul_McCartney,480,dbo:profession,1366760.0,dbr:Dance,616,0
4035091.0,dbr:Paul_McCartney,480,dbo:profession,4123774.0,dbr:Physician,616,0
4035091.0,dbr:Paul_McCartney,480,dbo:profession,331752.0,dbr:Actor,616,0
4036316.0,dbr:Paul_Newman,480,dbo:profession,1867470.0,dbr:Film_director,111,1
4036316.0,dbr:Paul_Newman,480,dbo:profession,3087620.0,dbr:Lawyer,111,0
4036316.0,dbr:Paul_Newman,480,dbo:profession,4010794.0,dbr:Pastor,111,0
4036316.0,dbr:Paul_Newman,480,dbo:profession,3186445.0,dbr:List_of_talk_show_hosts,111,0
4094621.0,dbr:Peter_Sellers,480,dbo:profession,331752.0,dbr:Actor,93,1
4094621.0,dbr:Peter_Sellers,480,dbo:profession,693345.0,dbr:Audio_engineer,93,0
4094621.0,dbr:Peter_Sellers,480,dbo:profession,4291590.0,dbr:Rapping,93,0
4094621.0,dbr:Peter_Sellers,480,dbo:profession,3773607.0,dbr:Neurology,93,0
4150530.0,dbr:Plato,480,dbo:profession,4118405.0,dbr:Philosopher,167,1
4150530.0,dbr:Plato,480,dbo:profession,5100570.0,dbr:Theoretical_physics,167,0
4150530.0,dbr:Plato,480,dbo:profession,1711180.0,dbr:Entrepreneurship,167,0
4150530.0,dbr:Plato,480,dbo:profession,3181734.0,dbr:List_of_essayists,167,0
4171414.0,dbr:Pope_John_Paul_II,480,dbo:profession,4192226.0,dbr:Priest,384,1
4171414.0,dbr:Pope_John_Paul_II,480,dbo:profession,2469564.0,dbr:Investor,384,0
4171414.0,dbr:Pope_John_Paul_II,480,dbo:profession,1711180.0,dbr:Entrepreneurship,384,0
4171414.0,dbr:Pope_John_Paul_II,480,dbo:profession,770460.0,dbr:Bassist,384,0
4302159.0,dbr:Raymond_Chandler,480,dbo:profession,3856959.0,dbr:Novelist,76,1
4302159.0,dbr:Raymond_Chandler,480,dbo:profession,1836546.0,dbr:Fashion_design,76,0
4302159.0,dbr:Raymond_Chandler,480,dbo:profession,1867499.0,dbr:Film_producer,76,0
4302159.0,dbr:Raymond_Chandler,480,dbo:profession,1711180.0,dbr:Entrepreneurship,76,0
4362186.0,dbr:Richard_Nixon,480,dbo:profession,4163397.0,dbr:Politician,246,1
4362186.0,dbr:Richard_Nixon,480,dbo:profession,4118405.0,dbr:Philosopher,246,0
4362186.0,dbr:Richard_Nixon,480,dbo:profession,3930884.0,dbr:Organist,246,0
4362186.0,dbr:Richard_Nixon,480,dbo:profession,1711180.0,dbr:Entrepreneurship,246,0
4394623.0,dbr:Robert_Evans_(producer),480,dbo:profession,1867499.0,dbr:Film_producer,34,1
4394623.0,dbr:Robert_Evans_(producer),480,dbo:profession,4192226.0,dbr:Priest,34,0
4394623.0,dbr:Robert_Evans_(producer),480,dbo:profession,4804413.0,dbr:Spokesperson,34,0
4394623.0,dbr:Robert_Evans_(producer),480,dbo:profession,703565.0,dbr:Auto_racing,34,0
4450187.0,dbr:Ronald_Reagan,480,dbo:profession,4163397.0,dbr:Politician,398,1
4450187.0,dbr:Ronald_Reagan,480,dbo:profession,4735421.0,dbr:Singing,398,0
4450187.0,dbr:Ronald_Reagan,480,dbo:profession,3928023.0,dbr:Orchestration,398,0
4450187.0,dbr:Ronald_Reagan,480,dbo:profession,3856959.0,dbr:Novelist,398,0
4468742.0,dbr:Roy_Rowland_(film_director),480,dbo:profession,1867470.0,dbr:Film_director,34,1
4468742.0,dbr:Roy_Rowland_(film_director),480,dbo:profession,4186643.0,dbr:Preacher,34,0
4468742.0,dbr:Roy_Rowland_(film_director),480,dbo:profession,1711180.0,dbr:Entrepreneurship,34,0
4468742.0,dbr:Roy_Rowland_(film_director),480,dbo:profession,1523067.0,dbr:Disc_jockey,34,0
4479772.0,dbr:Rudy_Wurlitzer,480,dbo:profession,3856959.0,dbr:Novelist,27,1
4479772.0,dbr:Rudy_Wurlitzer,480,dbo:profession,3270945.0,dbr:Lyricist,27,0
4479772.0,dbr:Rudy_Wurlitzer,480,dbo:profession,4798545.0,dbr:Speechwriter,27,0
4479772.0,dbr:Rudy_Wurlitzer,480,dbo:profession,1315295.0,dbr:Critic,27,0
4553231.0,dbr:Sam_Lee_(actor),480,dbo:profession,331752.0,dbr:Actor,31,1
4553231.0,dbr:Sam_Lee_(actor),480,dbo:profession,4123774.0,dbr:Physician,31,0
4553231.0,dbr:Sam_Lee_(actor),480,dbo:profession,4776839.0,dbr:Songwriter,31,0
4553231.0,dbr:Sam_Lee_(actor),480,dbo:profession,4123786.0,dbr:Physicist,31,0
4565612.0,dbr:Samuel_Taylor_Coleridge,480,dbo:profession,4158828.0,dbr:Poet,38,1
4565612.0,dbr:Samuel_Taylor_Coleridge,480,dbo:profession,1867470.0,dbr:Film_director,38,0
4565612.0,dbr:Samuel_Taylor_Coleridge,480,dbo:profession,5096372.0,dbr:Theatre_director,38,0
4565612.0,dbr:Samuel_Taylor_Coleridge,480,dbo:profession,4216361.0,dbr:Public_speaking,38,0
4625448.0,dbr:Sean_Connery,480,dbo:profession,331752.0,dbr:Actor,84,1
4625448.0,dbr:Sean_Connery,480,dbo:profession,1834523.0,dbr:Farmer,84,0
4625448.0,dbr:Sean_Connery,480,dbo:profession,1710695.0,dbr:Entertainment,84,0
4625448.0,dbr:Sean_Connery,480,dbo:profession,4165888.0,dbr:Polymath,84,0
4719118.0,dbr:Sigmund_Freud,480,dbo:profession,4213981.0,dbr:Psychoanalysis,143,1
4719118.0,dbr:Sigmund_Freud,480,dbo:profession,3186445.0,dbr:List_of_talk_show_hosts,143,0
4719118.0,dbr:Sigmund_Freud,480,dbo:profession,3677397.0,dbr:Multi-instrumentalist,143,0
4719118.0,dbr:Sigmund_Freud,480,dbo:profession,4158828.0,dbr:Poet,143,0
4753285.0,dbr:Slim_Pickens,480,dbo:profession,331752.0,dbr:Actor,49,1
4753285.0,dbr:Slim_Pickens,480,dbo:profession,703565.0,dbr:Auto_racing,49,0
4753285.0,dbr:Slim_Pickens,480,dbo:profession,5100570.0,dbr:Theoretical_physics,49,0
4753285.0,dbr:Slim_Pickens,480,dbo:profession,4186643.0,dbr:Preacher,49,0
4823665.0,dbr:Stacy_Keach,480,dbo:profession,331752.0,dbr:Actor,86,1
4823665.0,dbr:Stacy_Keach,480,dbo:profession,4706579.0,dbr:Showgirl,86,0
4823665.0,dbr:Stacy_Keach,480,dbo:profession,4291590.0,dbr:Rapping,86,0
4823665.0,dbr:Stacy_Keach,480,dbo:profession,1867470.0,dbr:Film_director,86,0
5045808.0,dbr:The_Game_(rapper),480,dbo:profession,4291590.0,dbr:Rapping,258,1
5045808.0,dbr:The_Game_(rapper),480,dbo:profession,3677397.0,dbr:Multi-instrumentalist,258,0
5045808.0,dbr:The_Game_(rapper),480,dbo:profession,1581260.0,dbr:Drummer,258,0
5045808.0,dbr:The_Game_(rapper),480,dbo:profession,897936.0,dbr:Bodybuilding,258,0
5111158.0,dbr:Thomas_Carlyle,480,dbo:profession,4118405.0,dbr:Philosopher,26,1
5111158.0,dbr:Thomas_Carlyle,480,dbo:profession,4914432.0,dbr:Surveyor,26,0
5111158.0,dbr:Thomas_Carlyle,480,dbo:profession,2797694.0,dbr:Journalist,26,0
5111158.0,dbr:Thomas_Carlyle,480,dbo:profession,4804413.0,dbr:Spokesperson,26,0
5146653.0,dbr:Timothy_Busfield,480,dbo:profession,331752.0,dbr:Actor,36,1
5146653.0,dbr:Timothy_Busfield,480,dbo:profession,5552806.0,dbr:Writer,36,0
5146653.0,dbr:Timothy_Busfield,480,dbo:profession,4804413.0,dbr:Spokesperson,36,0
5146653.0,dbr:Timothy_Busfield,480,dbo:profession,4163397.0,dbr:Politician,36,0
5239264.0,dbr:Tupac_Shakur,480,dbo:profession,4291590.0,dbr:Rapping,361,1
5239264.0,dbr:Tupac_Shakur,480,dbo:profession,3145891.0,dbr:Libretto,361,0
5239264.0,dbr:Tupac_Shakur,480,dbo:profession,5552806.0,dbr:Writer,361,0
5239264.0,dbr:Tupac_Shakur,480,dbo:profession,4110879.0,dbr:Philanthropy,361,0
5349761.0,dbr:Vetrimaaran,480,dbo:profession,1867470.0,dbr:Film_director,26,1
5349761.0,dbr:Vetrimaaran,480,dbo:profession,3105474.0,dbr:Legal_education,26,0
5349761.0,dbr:Vetrimaaran,480,dbo:profession,1711180.0,dbr:Entrepreneurship,26,0
5349761.0,dbr:Vetrimaaran,480,dbo:profession,571943.0,dbr:Animator,26,0
5434176.0,dbr:Walt_Disney,480,dbo:profession,1867499.0,dbr:Film_producer,497,1
5434176.0,dbr:Walt_Disney,480,dbo:profession,5100570.0,dbr:Theoretical_physics,497,0
5434176.0,dbr:Walt_Disney,480,dbo:profession,5244088.0,dbr:Tutor,497,0
5434176.0,dbr:Walt_Disney,480,dbo:profession,4914432.0,dbr:Surveyor,497,0
5456421.0,dbr:Wayne_Brady,480,dbo:profession,331752.0,dbr:Actor,47,1
5456421.0,dbr:Wayne_Brady,480,dbo:profession,1867475.0,dbr:Film_editing,47,0
5456421.0,dbr:Wayne_Brady,480,dbo:profession,4532748.0,dbr:Sailor,47,0
5456421.0,dbr:Wayne_Brady,480,dbo:profession,4213833.0,dbr:Psychiatrist,47,0
5520228.0,dbr:William_Shakespeare,480,dbo:profession,4158828.0,dbr:Poet,238,1
5520228.0,dbr:William_Shakespeare,480,dbo:profession,1315295.0,dbr:Critic,238,0
5520228.0,dbr:William_Shakespeare,480,dbo:profession,331659.0,dbr:Activism,238,0
5520228.0,dbr:William_Shakespeare,480,dbo:profession,4311663.0,dbr:Record_producer,238,0
5541718.0,dbr:Wolfgang_Amadeus_Mozart,480,dbo:profession,1269421.0,dbr:Composer,63,1
5541718.0,dbr:Wolfgang_Amadeus_Mozart,480,dbo:profession,657700.0,dbr:Artist,63,0
5541718.0,dbr:Wolfgang_Amadeus_Mozart,480,dbo:profession,3145784.0,dbr:Librarian,63,0
5541718.0,dbr:Wolfgang_Amadeus_Mozart,480,dbo:profession,4118405.0,dbr:Philosopher,63,0
5594574.0,dbr:Yoo_Jae-suk,480,dbo:profession,1263725.0,dbr:Comedian,41,1
5594574.0,dbr:Yoo_Jae-suk,480,dbo:profession,2469564.0,dbr:Investor,41,0
5594574.0,dbr:Yoo_Jae-suk,480,dbo:profession,918550.0,dbr:Botany,41,0
5594574.0,dbr:Yoo_Jae-suk,480,dbo:profession,4123774.0,dbr:Physician,41,0
